ZIP5,CBSA CODE,CBSA LSAD
75448,19100,Metropolitan Statistical Area
75449,14300,Micropolitan Statistical Area
75449,19100,Metropolitan Statistical Area
75450,19100,Metropolitan Statistical Area
75451,,
75451,30980,Metropolitan Statistical Area
75452,14300,Micropolitan Statistical Area
75452,19100,Metropolitan Statistical Area
75453,19100,Metropolitan Statistical Area
75453,,
75453,44860,Micropolitan Statistical Area
75454,19100,Metropolitan Statistical Area
75455,34420,Micropolitan Statistical Area
75455,,
75456,34420,Micropolitan Statistical Area
75457,,
75458,19100,Metropolitan Statistical Area
75459,43300,Metropolitan Statistical Area
75460,37580,Micropolitan Statistical Area
75461,37580,Micropolitan Statistical Area
75462,37580,Micropolitan Statistical Area
75468,37580,Micropolitan Statistical Area
75469,19100,Metropolitan Statistical Area
75470,37580,Micropolitan Statistical Area
75471,44860,Micropolitan Statistical Area
75471,,
75472,,
75472,44860,Micropolitan Statistical Area
75472,19100,Metropolitan Statistical Area
75473,37580,Micropolitan Statistical Area
75474,19100,Metropolitan Statistical Area
75475,14300,Micropolitan Statistical Area
75476,14300,Micropolitan Statistical Area
75477,37580,Micropolitan Statistical Area
75478,44860,Micropolitan Statistical Area
75478,,
75479,14300,Micropolitan Statistical Area
75479,43300,Metropolitan Statistical Area
75480,,
75481,44860,Micropolitan Statistical Area
75482,44860,Micropolitan Statistical Area
75482,,
75483,44860,Micropolitan Statistical Area
75485,19100,Metropolitan Statistical Area
75486,37580,Micropolitan Statistical Area
75486,14300,Micropolitan Statistical Area
75487,,
75487,34420,Micropolitan Statistical Area
75488,14300,Micropolitan Statistical Area
75489,43300,Metropolitan Statistical Area
75490,14300,Micropolitan Statistical Area
75490,43300,Metropolitan Statistical Area
75491,43300,Metropolitan Statistical Area
75491,14300,Micropolitan Statistical Area
75491,19100,Metropolitan Statistical Area
75492,14300,Micropolitan Statistical Area
75493,34420,Micropolitan Statistical Area
75494,,
75494,44860,Micropolitan Statistical Area
75494,30980,Metropolitan Statistical Area
75495,43300,Metropolitan Statistical Area
75495,19100,Metropolitan Statistical Area
75496,19100,Metropolitan Statistical Area
75496,14300,Micropolitan Statistical Area
75497,,
75497,44860,Micropolitan Statistical Area
85701,46060,Metropolitan Statistical Area
85701,38060,Metropolitan Statistical Area
85702,46060,Metropolitan Statistical Area
85703,46060,Metropolitan Statistical Area
85704,46060,Metropolitan Statistical Area
85705,46060,Metropolitan Statistical Area
85705,38060,Metropolitan Statistical Area
85706,46060,Metropolitan Statistical Area
85707,46060,Metropolitan Statistical Area
85708,46060,Metropolitan Statistical Area
85709,46060,Metropolitan Statistical Area
85710,46060,Metropolitan Statistical Area
85711,46060,Metropolitan Statistical Area
85712,46060,Metropolitan Statistical Area
85713,46060,Metropolitan Statistical Area
85714,46060,Metropolitan Statistical Area
85715,46060,Metropolitan Statistical Area
85716,46060,Metropolitan Statistical Area
85717,46060,Metropolitan Statistical Area
85718,46060,Metropolitan Statistical Area
85719,46060,Metropolitan Statistical Area
85721,46060,Metropolitan Statistical Area
85722,46060,Metropolitan Statistical Area
85723,46060,Metropolitan Statistical Area
85724,46060,Metropolitan Statistical Area
85725,46060,Metropolitan Statistical Area
85726,46060,Metropolitan Statistical Area
85728,46060,Metropolitan Statistical Area
85730,46060,Metropolitan Statistical Area
85731,46060,Metropolitan Statistical Area
85732,46060,Metropolitan Statistical Area
85733,46060,Metropolitan Statistical Area
85734,46060,Metropolitan Statistical Area
85735,46060,Metropolitan Statistical Area
85736,46060,Metropolitan Statistical Area
85737,46060,Metropolitan Statistical Area
85737,38060,Metropolitan Statistical Area
85738,46060,Metropolitan Statistical Area
85739,38060,Metropolitan Statistical Area
85739,46060,Metropolitan Statistical Area
85740,46060,Metropolitan Statistical Area
85741,46060,Metropolitan Statistical Area
85742,46060,Metropolitan Statistical Area
85743,46060,Metropolitan Statistical Area
85744,46060,Metropolitan Statistical Area
85745,46060,Metropolitan Statistical Area
85746,46060,Metropolitan Statistical Area
85747,46060,Metropolitan Statistical Area
85748,46060,Metropolitan Statistical Area
85749,46060,Metropolitan Statistical Area
85750,46060,Metropolitan Statistical Area
85751,46060,Metropolitan Statistical Area
85752,46060,Metropolitan Statistical Area
85754,46060,Metropolitan Statistical Area
85755,46060,Metropolitan Statistical Area
85757,46060,Metropolitan Statistical Area
96101,,
96103,,
96104,,
96105,,
96106,,
96107,,
96108,,
96109,45000,Micropolitan Statistical Area
96110,,
96111,46020,Micropolitan Statistical Area
96112,,
96113,45000,Micropolitan Statistical Area
96114,45000,Micropolitan Statistical Area
96115,,
96116,,
96117,45000,Micropolitan Statistical Area
96118,,
96119,45000,Micropolitan Statistical Area
96120,,
96121,45000,Micropolitan Statistical Area
96122,,
96123,45000,Micropolitan Statistical Area
96124,,
96125,,
96126,,
96127,45000,Micropolitan Statistical Area
96128,45000,Micropolitan Statistical Area
96129,,
96130,45000,Micropolitan Statistical Area
96132,45000,Micropolitan Statistical Area
96133,,
96134,,
96135,,
96136,45000,Micropolitan Statistical Area
96137,45000,Micropolitan Statistical Area
96137,,
96140,40900,Metropolitan Statistical Area
96141,40900,Metropolitan Statistical Area
96142,40900,Metropolitan Statistical Area
96143,40900,Metropolitan Statistical Area
96145,40900,Metropolitan Statistical Area
96146,40900,Metropolitan Statistical Area
96148,40900,Metropolitan Statistical Area
96150,40900,Metropolitan Statistical Area
96151,40900,Metropolitan Statistical Area
96152,40900,Metropolitan Statistical Area
96155,40900,Metropolitan Statistical Area
96156,40900,Metropolitan Statistical Area
96158,40900,Metropolitan Statistical Area
96160,46020,Micropolitan Statistical Area
96161,46020,Micropolitan Statistical Area
96161,40900,Metropolitan Statistical Area
96162,46020,Micropolitan Statistical Area
02702,39300,Metropolitan Statistical Area
02703,39300,Metropolitan Statistical Area
02712,39300,Metropolitan Statistical Area
02713,,
02714,39300,Metropolitan Statistical Area
02715,39300,Metropolitan Statistical Area
02717,39300,Metropolitan Statistical Area
02718,39300,Metropolitan Statistical Area
02719,39300,Metropolitan Statistical Area
02720,39300,Metropolitan Statistical Area
02721,39300,Metropolitan Statistical Area
02722,39300,Metropolitan Statistical Area
02723,39300,Metropolitan Statistical Area
02724,39300,Metropolitan Statistical Area
02725,39300,Metropolitan Statistical Area
02726,39300,Metropolitan Statistical Area
02738,14460,Metropolitan Statistical Area
02739,14460,Metropolitan Statistical Area
02740,39300,Metropolitan Statistical Area
02741,39300,Metropolitan Statistical Area
02742,39300,Metropolitan Statistical Area
02743,39300,Metropolitan Statistical Area
02744,39300,Metropolitan Statistical Area
02745,39300,Metropolitan Statistical Area
02746,39300,Metropolitan Statistical Area
02747,39300,Metropolitan Statistical Area
02748,39300,Metropolitan Statistical Area
02760,39300,Metropolitan Statistical Area
02760,14460,Metropolitan Statistical Area
02761,39300,Metropolitan Statistical Area
02762,39300,Metropolitan Statistical Area
02762,14460,Metropolitan Statistical Area
02763,39300,Metropolitan Statistical Area
02764,39300,Metropolitan Statistical Area
02766,39300,Metropolitan Statistical Area
02767,39300,Metropolitan Statistical Area
02768,39300,Metropolitan Statistical Area
02769,39300,Metropolitan Statistical Area
02770,14460,Metropolitan Statistical Area
02771,39300,Metropolitan Statistical Area
02777,39300,Metropolitan Statistical Area
02779,39300,Metropolitan Statistical Area
02780,39300,Metropolitan Statistical Area
02783,39300,Metropolitan Statistical Area
02790,39300,Metropolitan Statistical Area
02791,39300,Metropolitan Statistical Area
02801,39300,Metropolitan Statistical Area
02802,39300,Metropolitan Statistical Area
02804,39300,Metropolitan Statistical Area
02806,39300,Metropolitan Statistical Area
02807,39300,Metropolitan Statistical Area
02808,39300,Metropolitan Statistical Area
02809,39300,Metropolitan Statistical Area
02812,39300,Metropolitan Statistical Area
02813,39300,Metropolitan Statistical Area
02814,39300,Metropolitan Statistical Area
02815,39300,Metropolitan Statistical Area
02816,39300,Metropolitan Statistical Area
02817,39300,Metropolitan Statistical Area
02818,39300,Metropolitan Statistical Area
02822,39300,Metropolitan Statistical Area
02823,39300,Metropolitan Statistical Area
02824,39300,Metropolitan Statistical Area
02825,39300,Metropolitan Statistical Area
02826,39300,Metropolitan Statistical Area
02827,39300,Metropolitan Statistical Area
02828,39300,Metropolitan Statistical Area
02829,39300,Metropolitan Statistical Area
02830,39300,Metropolitan Statistical Area
02831,39300,Metropolitan Statistical Area
02832,39300,Metropolitan Statistical Area
02833,39300,Metropolitan Statistical Area
02835,39300,Metropolitan Statistical Area
02836,39300,Metropolitan Statistical Area
02837,39300,Metropolitan Statistical Area
02838,39300,Metropolitan Statistical Area
02839,39300,Metropolitan Statistical Area
02840,39300,Metropolitan Statistical Area
02841,39300,Metropolitan Statistical Area
02842,39300,Metropolitan Statistical Area
02852,39300,Metropolitan Statistical Area
02857,39300,Metropolitan Statistical Area
02858,39300,Metropolitan Statistical Area
02859,39300,Metropolitan Statistical Area
02860,39300,Metropolitan Statistical Area
02861,39300,Metropolitan Statistical Area
02862,39300,Metropolitan Statistical Area
02863,39300,Metropolitan Statistical Area
02864,39300,Metropolitan Statistical Area
02865,39300,Metropolitan Statistical Area
02871,39300,Metropolitan Statistical Area
02872,39300,Metropolitan Statistical Area
02873,39300,Metropolitan Statistical Area
02874,39300,Metropolitan Statistical Area
02875,39300,Metropolitan Statistical Area
02876,39300,Metropolitan Statistical Area
02877,39300,Metropolitan Statistical Area
02878,39300,Metropolitan Statistical Area
02879,39300,Metropolitan Statistical Area
02880,39300,Metropolitan Statistical Area
02881,39300,Metropolitan Statistical Area
02882,39300,Metropolitan Statistical Area
02883,39300,Metropolitan Statistical Area
02885,39300,Metropolitan Statistical Area
02886,39300,Metropolitan Statistical Area
02887,39300,Metropolitan Statistical Area
02888,39300,Metropolitan Statistical Area
02889,39300,Metropolitan Statistical Area
02891,39300,Metropolitan Statistical Area
02892,39300,Metropolitan Statistical Area
02893,39300,Metropolitan Statistical Area
02894,39300,Metropolitan Statistical Area
02895,39300,Metropolitan Statistical Area
02896,39300,Metropolitan Statistical Area
02898,39300,Metropolitan Statistical Area
13101,18660,Micropolitan Statistical Area
13102,27060,Metropolitan Statistical Area
13103,45060,Metropolitan Statistical Area
13104,45060,Metropolitan Statistical Area
13107,45060,Metropolitan Statistical Area
13108,45060,Metropolitan Statistical Area
13110,45060,Metropolitan Statistical Area
13111,12180,Micropolitan Statistical Area
13111,45060,Metropolitan Statistical Area
13112,45060,Metropolitan Statistical Area
13113,12180,Micropolitan Statistical Area
13114,45060,Metropolitan Statistical Area
13115,45060,Metropolitan Statistical Area
13116,45060,Metropolitan Statistical Area
13117,12180,Micropolitan Statistical Area
13118,12180,Micropolitan Statistical Area
13119,45060,Metropolitan Statistical Area
13120,45060,Metropolitan Statistical Area
13121,45060,Metropolitan Statistical Area
13122,45060,Metropolitan Statistical Area
13123,46540,Metropolitan Statistical Area
13124,,
13126,45060,Metropolitan Statistical Area
13126,12180,Micropolitan Statistical Area
13131,45060,Metropolitan Statistical Area
13132,45060,Metropolitan Statistical Area
13134,45060,Metropolitan Statistical Area
13135,45060,Metropolitan Statistical Area
13136,,
13136,18660,Micropolitan Statistical Area
13137,45060,Metropolitan Statistical Area
13138,45060,Metropolitan Statistical Area
13139,12180,Micropolitan Statistical Area
13140,12180,Micropolitan Statistical Area
13141,18660,Micropolitan Statistical Area
13141,45060,Metropolitan Statistical Area
13142,45060,Metropolitan Statistical Area
13143,40380,Metropolitan Statistical Area
13143,12180,Micropolitan Statistical Area
13144,45060,Metropolitan Statistical Area
13145,45060,Metropolitan Statistical Area
13146,40380,Metropolitan Statistical Area
13146,42900,Micropolitan Statistical Area
13146,12180,Micropolitan Statistical Area
13147,12180,Micropolitan Statistical Area
13148,42900,Micropolitan Statistical Area
13148,40380,Metropolitan Statistical Area
13152,45060,Metropolitan Statistical Area
13152,12180,Micropolitan Statistical Area
13153,45060,Metropolitan Statistical Area
13154,40380,Metropolitan Statistical Area
13155,,
13156,12180,Micropolitan Statistical Area
13156,45060,Metropolitan Statistical Area
13156,40380,Metropolitan Statistical Area
13157,46540,Metropolitan Statistical Area
13158,18660,Micropolitan Statistical Area
13158,45060,Metropolitan Statistical Area
13159,45060,Metropolitan Statistical Area
13159,18660,Micropolitan Statistical Area
13160,12180,Micropolitan Statistical Area
13162,46540,Metropolitan Statistical Area
13163,45060,Metropolitan Statistical Area
13164,45060,Metropolitan Statistical Area
13165,42900,Micropolitan Statistical Area
13165,12180,Micropolitan Statistical Area
13165,40380,Metropolitan Statistical Area
13166,12180,Micropolitan Statistical Area
13166,45060,Metropolitan Statistical Area
13167,45060,Metropolitan Statistical Area
13201,45060,Metropolitan Statistical Area
13202,45060,Metropolitan Statistical Area
13203,45060,Metropolitan Statistical Area
13204,45060,Metropolitan Statistical Area
13205,45060,Metropolitan Statistical Area
13206,45060,Metropolitan Statistical Area
13207,45060,Metropolitan Statistical Area
13208,45060,Metropolitan Statistical Area
13209,45060,Metropolitan Statistical Area
13210,45060,Metropolitan Statistical Area
13211,45060,Metropolitan Statistical Area
13212,45060,Metropolitan Statistical Area
13214,45060,Metropolitan Statistical Area
13215,45060,Metropolitan Statistical Area
13217,45060,Metropolitan Statistical Area
13218,45060,Metropolitan Statistical Area
13219,45060,Metropolitan Statistical Area
13220,45060,Metropolitan Statistical Area
13221,45060,Metropolitan Statistical Area
13224,45060,Metropolitan Statistical Area
13225,45060,Metropolitan Statistical Area
13235,45060,Metropolitan Statistical Area
13244,45060,Metropolitan Statistical Area
13250,45060,Metropolitan Statistical Area
13251,45060,Metropolitan Statistical Area
13252,45060,Metropolitan Statistical Area
13261,45060,Metropolitan Statistical Area
13290,45060,Metropolitan Statistical Area
23501,47260,Metropolitan Statistical Area
23502,47260,Metropolitan Statistical Area
23503,47260,Metropolitan Statistical Area
23504,47260,Metropolitan Statistical Area
23505,47260,Metropolitan Statistical Area
23506,47260,Metropolitan Statistical Area
23507,47260,Metropolitan Statistical Area
23508,47260,Metropolitan Statistical Area
23509,47260,Metropolitan Statistical Area
23510,47260,Metropolitan Statistical Area
23511,47260,Metropolitan Statistical Area
23512,47260,Metropolitan Statistical Area
23513,47260,Metropolitan Statistical Area
23514,47260,Metropolitan Statistical Area
23515,47260,Metropolitan Statistical Area
23517,47260,Metropolitan Statistical Area
23518,47260,Metropolitan Statistical Area
23519,47260,Metropolitan Statistical Area
23520,47260,Metropolitan Statistical Area
23521,47260,Metropolitan Statistical Area
23523,47260,Metropolitan Statistical Area
23529,47260,Metropolitan Statistical Area
23541,47260,Metropolitan Statistical Area
23551,47260,Metropolitan Statistical Area
23601,47260,Metropolitan Statistical Area
23602,47260,Metropolitan Statistical Area
23603,47260,Metropolitan Statistical Area
23604,47260,Metropolitan Statistical Area
23605,47260,Metropolitan Statistical Area
23606,47260,Metropolitan Statistical Area
23607,47260,Metropolitan Statistical Area
23608,47260,Metropolitan Statistical Area
23609,47260,Metropolitan Statistical Area
23612,47260,Metropolitan Statistical Area
23628,47260,Metropolitan Statistical Area
23630,47260,Metropolitan Statistical Area
23651,47260,Metropolitan Statistical Area
23661,47260,Metropolitan Statistical Area
23662,47260,Metropolitan Statistical Area
23663,47260,Metropolitan Statistical Area
23664,47260,Metropolitan Statistical Area
23665,47260,Metropolitan Statistical Area
23666,47260,Metropolitan Statistical Area
23667,47260,Metropolitan Statistical Area
23668,47260,Metropolitan Statistical Area
23669,47260,Metropolitan Statistical Area
23670,47260,Metropolitan Statistical Area
23681,47260,Metropolitan Statistical Area
23690,47260,Metropolitan Statistical Area
23691,47260,Metropolitan Statistical Area
23692,47260,Metropolitan Statistical Area
23693,47260,Metropolitan Statistical Area
23694,47260,Metropolitan Statistical Area
23696,47260,Metropolitan Statistical Area
33901,15980,Metropolitan Statistical Area
33902,15980,Metropolitan Statistical Area
33903,15980,Metropolitan Statistical Area
33904,15980,Metropolitan Statistical Area
33905,15980,Metropolitan Statistical Area
33906,15980,Metropolitan Statistical Area
33907,15980,Metropolitan Statistical Area
33908,15980,Metropolitan Statistical Area
33909,15980,Metropolitan Statistical Area
33910,15980,Metropolitan Statistical Area
33911,15980,Metropolitan Statistical Area
33912,15980,Metropolitan Statistical Area
33913,15980,Metropolitan Statistical Area
33914,15980,Metropolitan Statistical Area
33915,15980,Metropolitan Statistical Area
33916,15980,Metropolitan Statistical Area
33917,15980,Metropolitan Statistical Area
33917,39460,Metropolitan Statistical Area
33918,15980,Metropolitan Statistical Area
33919,15980,Metropolitan Statistical Area
33920,15980,Metropolitan Statistical Area
33921,15980,Metropolitan Statistical Area
33922,15980,Metropolitan Statistical Area
33924,15980,Metropolitan Statistical Area
33927,39460,Metropolitan Statistical Area
33928,15980,Metropolitan Statistical Area
33930,17500,Micropolitan Statistical Area
33931,15980,Metropolitan Statistical Area
33932,15980,Metropolitan Statistical Area
33935,17500,Micropolitan Statistical Area
33935,,
33936,15980,Metropolitan Statistical Area
33938,39460,Metropolitan Statistical Area
33944,,
33945,15980,Metropolitan Statistical Area
33946,39460,Metropolitan Statistical Area
33947,39460,Metropolitan Statistical Area
33948,39460,Metropolitan Statistical Area
33949,39460,Metropolitan Statistical Area
33950,39460,Metropolitan Statistical Area
33951,39460,Metropolitan Statistical Area
33952,39460,Metropolitan Statistical Area
33953,39460,Metropolitan Statistical Area
33954,39460,Metropolitan Statistical Area
33955,39460,Metropolitan Statistical Area
33955,15980,Metropolitan Statistical Area
33956,15980,Metropolitan Statistical Area
33957,15980,Metropolitan Statistical Area
33960,42700,Micropolitan Statistical Area
33960,,
33965,15980,Metropolitan Statistical Area
33966,15980,Metropolitan Statistical Area
33967,15980,Metropolitan Statistical Area
33970,15980,Metropolitan Statistical Area
33971,15980,Metropolitan Statistical Area
33972,15980,Metropolitan Statistical Area
33972,17500,Micropolitan Statistical Area
33975,17500,Micropolitan Statistical Area
33980,39460,Metropolitan Statistical Area
33981,39460,Metropolitan Statistical Area
33982,39460,Metropolitan Statistical Area
33983,39460,Metropolitan Statistical Area
33990,15980,Metropolitan Statistical Area
33991,15980,Metropolitan Statistical Area
33993,15980,Metropolitan Statistical Area
33994,15980,Metropolitan Statistical Area
44301,10420,Metropolitan Statistical Area
44302,10420,Metropolitan Statistical Area
44303,10420,Metropolitan Statistical Area
44304,10420,Metropolitan Statistical Area
44305,10420,Metropolitan Statistical Area
44306,10420,Metropolitan Statistical Area
44307,10420,Metropolitan Statistical Area
44308,10420,Metropolitan Statistical Area
44309,10420,Metropolitan Statistical Area
44310,10420,Metropolitan Statistical Area
44311,10420,Metropolitan Statistical Area
44312,10420,Metropolitan Statistical Area
44313,10420,Metropolitan Statistical Area
44314,10420,Metropolitan Statistical Area
44315,10420,Metropolitan Statistical Area
44316,10420,Metropolitan Statistical Area
44317,10420,Metropolitan Statistical Area
44319,10420,Metropolitan Statistical Area
44320,10420,Metropolitan Statistical Area
44321,10420,Metropolitan Statistical Area
44321,17460,Metropolitan Statistical Area
44322,10420,Metropolitan Statistical Area
44325,10420,Metropolitan Statistical Area
44326,10420,Metropolitan Statistical Area
44328,10420,Metropolitan Statistical Area
44333,10420,Metropolitan Statistical Area
44333,17460,Metropolitan Statistical Area
44334,10420,Metropolitan Statistical Area
44372,10420,Metropolitan Statistical Area
44393,10420,Metropolitan Statistical Area
44396,10420,Metropolitan Statistical Area
44398,10420,Metropolitan Statistical Area
44399,10420,Metropolitan Statistical Area
44401,49660,Metropolitan Statistical Area
44402,49660,Metropolitan Statistical Area
44403,49660,Metropolitan Statistical Area
44404,49660,Metropolitan Statistical Area
44405,49660,Metropolitan Statistical Area
44406,49660,Metropolitan Statistical Area
44408,20620,Micropolitan Statistical Area
44408,49660,Metropolitan Statistical Area
44410,49660,Metropolitan Statistical Area
44411,10420,Metropolitan Statistical Area
44412,10420,Metropolitan Statistical Area
44412,49660,Metropolitan Statistical Area
44413,20620,Micropolitan Statistical Area
44415,20620,Micropolitan Statistical Area
44416,49660,Metropolitan Statistical Area
44417,49660,Metropolitan Statistical Area
44418,49660,Metropolitan Statistical Area
44420,49660,Metropolitan Statistical Area
44422,49660,Metropolitan Statistical Area
44423,20620,Micropolitan Statistical Area
44424,49660,Metropolitan Statistical Area
44425,49660,Metropolitan Statistical Area
44427,20620,Micropolitan Statistical Area
44427,15940,Metropolitan Statistical Area
44428,49660,Metropolitan Statistical Area
44428,11780,Micropolitan Statistical Area
44429,49660,Metropolitan Statistical Area
44429,10420,Metropolitan Statistical Area
44430,49660,Metropolitan Statistical Area
44431,20620,Micropolitan Statistical Area
44432,20620,Micropolitan Statistical Area
44436,49660,Metropolitan Statistical Area
44437,49660,Metropolitan Statistical Area
44438,49660,Metropolitan Statistical Area
44439,49660,Metropolitan Statistical Area
44440,49660,Metropolitan Statistical Area
44441,20620,Micropolitan Statistical Area
44442,49660,Metropolitan Statistical Area
44443,49660,Metropolitan Statistical Area
44443,20620,Micropolitan Statistical Area
44444,49660,Metropolitan Statistical Area
44444,10420,Metropolitan Statistical Area
44445,20620,Micropolitan Statistical Area
44446,49660,Metropolitan Statistical Area
44449,49660,Metropolitan Statistical Area
44449,10420,Metropolitan Statistical Area
44450,49660,Metropolitan Statistical Area
44451,49660,Metropolitan Statistical Area
44452,49660,Metropolitan Statistical Area
44453,49660,Metropolitan Statistical Area
44454,49660,Metropolitan Statistical Area
44454,20620,Micropolitan Statistical Area
44455,20620,Micropolitan Statistical Area
44460,20620,Micropolitan Statistical Area
44460,49660,Metropolitan Statistical Area
44470,49660,Metropolitan Statistical Area
44470,10420,Metropolitan Statistical Area
44471,49660,Metropolitan Statistical Area
44473,49660,Metropolitan Statistical Area
44481,49660,Metropolitan Statistical Area
44482,49660,Metropolitan Statistical Area
44483,49660,Metropolitan Statistical Area
44484,49660,Metropolitan Statistical Area
44485,49660,Metropolitan Statistical Area
44486,49660,Metropolitan Statistical Area
44490,20620,Micropolitan Statistical Area
44490,49660,Metropolitan Statistical Area
44491,49660,Metropolitan Statistical Area
44491,17460,Metropolitan Statistical Area
44491,10420,Metropolitan Statistical Area
44492,20620,Micropolitan Statistical Area
44493,20620,Micropolitan Statistical Area
54701,20740,Metropolitan Statistical Area
54701,32860,Micropolitan Statistical Area
54702,20740,Metropolitan Statistical Area
54703,20740,Metropolitan Statistical Area
54703,32860,Micropolitan Statistical Area
54720,20740,Metropolitan Statistical Area
54721,,
54721,33460,Metropolitan Statistical Area
54721,32860,Micropolitan Statistical Area
54722,20740,Metropolitan Statistical Area
54723,33460,Metropolitan Statistical Area
54724,20740,Metropolitan Statistical Area
54724,32860,Micropolitan Statistical Area
54725,32860,Micropolitan Statistical Area
54726,20740,Metropolitan Statistical Area
54727,20740,Metropolitan Statistical Area
54728,,
54728,32860,Micropolitan Statistical Area
54729,20740,Metropolitan Statistical Area
54730,32860,Micropolitan Statistical Area
54730,20740,Metropolitan Statistical Area
54731,,
54732,20740,Metropolitan Statistical Area
54733,,
54734,32860,Micropolitan Statistical Area
54734,33460,Metropolitan Statistical Area
54735,32860,Micropolitan Statistical Area
54736,,
54736,32860,Micropolitan Statistical Area
54737,32860,Micropolitan Statistical Area
54737,,
54738,,
54738,20740,Metropolitan Statistical Area
54739,32860,Micropolitan Statistical Area
54739,20740,Metropolitan Statistical Area
54740,33460,Metropolitan Statistical Area
54740,32860,Micropolitan Statistical Area
54741,20740,Metropolitan Statistical Area
54741,,
54742,20740,Metropolitan Statistical Area
54743,,
54745,20740,Metropolitan Statistical Area
54745,,
54746,,
54747,,
54748,20740,Metropolitan Statistical Area
54749,32860,Micropolitan Statistical Area
54749,33460,Metropolitan Statistical Area
54750,33460,Metropolitan Statistical Area
54751,32860,Micropolitan Statistical Area
54754,,
54755,,
54755,20740,Metropolitan Statistical Area
54755,32860,Micropolitan Statistical Area
54756,,
54757,20740,Metropolitan Statistical Area
54757,32860,Micropolitan Statistical Area
54757,,
54758,,
54758,20740,Metropolitan Statistical Area
54759,,
54760,,
54761,33460,Metropolitan Statistical Area
54761,32860,Micropolitan Statistical Area
54762,,
54762,32860,Micropolitan Statistical Area
54763,32860,Micropolitan Statistical Area
54763,,
54764,32860,Micropolitan Statistical Area
54765,32860,Micropolitan Statistical Area
54766,,
54766,20740,Metropolitan Statistical Area
54767,33460,Metropolitan Statistical Area
54767,32860,Micropolitan Statistical Area
54768,20740,Metropolitan Statistical Area
54768,,
54769,,
54769,33460,Metropolitan Statistical Area
54770,,
54770,20740,Metropolitan Statistical Area
54771,,
54772,32860,Micropolitan Statistical Area
54773,,
54774,20740,Metropolitan Statistical Area
54801,,
54805,,
54806,,
54810,,
54812,,
54813,,
54814,,
54816,,
54817,,
54819,,
54820,20260,Metropolitan Statistical Area
54820,,
54821,,
54822,,
54824,,
54826,,
54827,,
54828,,
54829,,
54830,,
54830,20260,Metropolitan Statistical Area
54832,,
54834,,
54835,,
54836,20260,Metropolitan Statistical Area
54837,,
54838,20260,Metropolitan Statistical Area
54838,,
54839,,
54840,,
54841,,
54842,20260,Metropolitan Statistical Area
54843,,
54844,,
54845,,
54846,,
54847,,
54848,,
54849,20260,Metropolitan Statistical Area
54850,,
54853,,
54854,20260,Metropolitan Statistical Area
54855,,
54856,,
54857,,
54858,,
54859,,
54859,20260,Metropolitan Statistical Area
54861,,
54862,,
54864,20260,Metropolitan Statistical Area
54865,,
54867,,
54868,,
54870,,
54871,,
54872,,
54873,20260,Metropolitan Statistical Area
54873,,
54874,20260,Metropolitan Statistical Area
54875,,
54876,,
54880,20260,Metropolitan Statistical Area
54888,,
54889,,
54890,20260,Metropolitan Statistical Area
54891,,
54893,,
54895,,
54896,,
65101,27620,Metropolitan Statistical Area
65102,27620,Metropolitan Statistical Area
65103,27620,Metropolitan Statistical Area
65104,27620,Metropolitan Statistical Area
65105,27620,Metropolitan Statistical Area
65106,27620,Metropolitan Statistical Area
65107,27620,Metropolitan Statistical Area
65108,27620,Metropolitan Statistical Area
65109,27620,Metropolitan Statistical Area
65110,27620,Metropolitan Statistical Area
65111,27620,Metropolitan Statistical Area
65201,17860,Metropolitan Statistical Area
65201,27620,Metropolitan Statistical Area
65202,17860,Metropolitan Statistical Area
65202,27620,Metropolitan Statistical Area
65203,17860,Metropolitan Statistical Area
65205,17860,Metropolitan Statistical Area
65211,17860,Metropolitan Statistical Area
65212,17860,Metropolitan Statistical Area
65215,17860,Metropolitan Statistical Area
65216,17860,Metropolitan Statistical Area
65217,17860,Metropolitan Statistical Area
65218,17860,Metropolitan Statistical Area
65230,17860,Metropolitan Statistical Area
65230,33620,Micropolitan Statistical Area
65231,27620,Metropolitan Statistical Area
65231,33020,Micropolitan Statistical Area
65232,33020,Micropolitan Statistical Area
65233,,
65236,,
65237,,
65239,33620,Micropolitan Statistical Area
65240,17860,Metropolitan Statistical Area
65240,33020,Micropolitan Statistical Area
65240,27620,Metropolitan Statistical Area
65240,,
65243,33620,Micropolitan Statistical Area
65243,17860,Metropolitan Statistical Area
65243,33020,Micropolitan Statistical Area
65243,,
65244,33620,Micropolitan Statistical Area
65244,,
65246,,
65247,,
65247,33620,Micropolitan Statistical Area
65248,17860,Metropolitan Statistical Area
65250,17860,Metropolitan Statistical Area
65251,27620,Metropolitan Statistical Area
65254,17860,Metropolitan Statistical Area
65254,,
65255,17860,Metropolitan Statistical Area
65256,17860,Metropolitan Statistical Area
65257,33620,Micropolitan Statistical Area
65257,17860,Metropolitan Statistical Area
65258,,
65259,33620,Micropolitan Statistical Area
65260,33620,Micropolitan Statistical Area
65260,,
65261,,
65262,27620,Metropolitan Statistical Area
65263,,
65263,33620,Micropolitan Statistical Area
65263,33020,Micropolitan Statistical Area
65264,33020,Micropolitan Statistical Area
65264,27620,Metropolitan Statistical Area
65264,,
65265,33020,Micropolitan Statistical Area
65265,27620,Metropolitan Statistical Area
65265,,
65270,33620,Micropolitan Statistical Area
65270,,
65274,17860,Metropolitan Statistical Area
65275,,
65276,,
